Employee_ID,Employee_type,department,stress_level,dept_avg_stress,risk_status
HCP-01763,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-02534,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-02645,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00974,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01754,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-02703,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01940,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00851,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00984,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-02517,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-02651,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00853,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01369,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00989,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01292,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-02511,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00291,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00855,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01872,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00168,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-02505,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00169,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-02654,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00301,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-02492,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00174,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01337,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01735,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01011,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00963,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01014,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00156,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01217,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-02709,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01724,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-02113,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-04885,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00461,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-04892,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01720,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-04894,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00182,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-03419,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-02627,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-02298,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01948,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-04908,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01388,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00834,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00833,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00773,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01035,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-02466,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-04915,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00876,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-04925,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-03437,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00106,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01951,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01706,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-02297,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-03443,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-04977,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01412,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01048,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-02295,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00881,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01362,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-04980,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01685,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00883,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-04986,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-03470,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01493,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01402,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01350,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01679,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00152,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-02659,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01726,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-03489,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-02440,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01297,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01491,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01068,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01372,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-03499,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-03510,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00099,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01073,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01887,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01667,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-03512,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-02285,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-02427,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01888,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01651,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00091,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-03519,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-03521,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00751,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-03525,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-03535,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-02418,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01088,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01647,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00935,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01985,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01645,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00355,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01986,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01095,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-03536,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00745,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00084,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-03540,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01636,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01101,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-03541,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01484,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00477,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01629,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-02251,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00498,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01837,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01442,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00506,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00900,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01112,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-02224,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00078,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00902,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01622,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01117,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00072,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01436,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00149,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-02195,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00731,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01435,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00371,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00540,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00373,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00558,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00564,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01607,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01605,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00378,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00727,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01133,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-02155,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-04873,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01340,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01601,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00206,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-02152,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00586,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00722,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00593,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01827,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01593,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-02602,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01894,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-02361,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-02360,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-02667,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-02132,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00604,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00408,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00216,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00605,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01815,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01424,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01157,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-02600,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00920,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01160,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-02342,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01162,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00607,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-02339,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01165,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00611,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-02335,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01277,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01169,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01572,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01568,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01303,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-02004,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00614,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01562,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00430,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-02119,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00059,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00226,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00621,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01482,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00434,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01549,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01247,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00057,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00005,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00437,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00629,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00440,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-02009,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00635,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01539,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-02587,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01537,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-02581,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00015,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00641,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-02012,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-02307,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00643,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00702,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01202,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-02575,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00810,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00645,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00455,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01800,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-02081,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00651,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00577,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-02024,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00937,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00520,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-00457,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-01798,"Registered Nurse","General Medicine",8,7.64,"high risk"
HCP-04445,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-02876,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-03996,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-02888,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-03100,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-04711,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-03859,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-03106,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-04008,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-03835,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-03807,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-04482,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-03301,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-03124,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-03565,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-04526,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-02954,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-04706,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-04043,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-04537,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-04093,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-04735,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-03285,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-03154,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-04046,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-04595,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-03352,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-04663,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-03161,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-03018,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-04653,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-03827,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-03032,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-03345,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-03037,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-04545,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-04934,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-04942,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-03490,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-04955,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-04976,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-03467,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-02362,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-02379,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-02384,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-02403,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-02424,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-02460,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-02469,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-02774,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-02565,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-02661,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-02732,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-00090,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-00107,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-00287,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-00317,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-00329,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-00339,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-00342,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-00392,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-00427,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-00458,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-00491,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-00512,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-00527,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-00539,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-00556,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-00568,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-00581,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-00655,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-00739,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-00830,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-00862,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-00864,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-01000,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-01026,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-01076,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-01083,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-01086,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-01128,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-01208,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-01225,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-01230,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-01264,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-01268,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-01353,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-02058,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-01390,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-01444,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-01474,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-01490,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-01498,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-01535,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-01566,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-01621,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-01630,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-01660,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-01702,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-01734,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-01737,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-01778,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-01842,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-01858,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-01947,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-01983,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-02007,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-02025,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-02064,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-02078,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-02130,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-02145,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-02159,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-02165,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-02196,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-02226,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-02258,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-02283,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-04274,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-02757,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-02764,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-03901,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-02776,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-04148,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-03843,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-02795,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-03768,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-03522,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-04266,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-02809,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-04299,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-04263,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-02829,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-03980,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-03644,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-04077,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-04599,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-03585,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-04341,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-03263,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-04785,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-03087,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-04500,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-02865,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-03310,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-04244,"Physician (General)","General Practice",8,7.82,"high risk"
HCP-04792,"Laboratory Technician",Laboratory,7,7.00,Normal
HCP-04422,"Laboratory Technician",Laboratory,7,7.00,Normal
HCP-03477,"Laboratory Technician",Laboratory,7,7.00,Normal
HCP-02939,"Laboratory Technician",Laboratory,7,7.00,Normal
HCP-03365,"Laboratory Technician",Laboratory,7,7.00,Normal
HCP-04272,"Laboratory Technician",Laboratory,7,7.00,Normal
HCP-03971,"Laboratory Technician",Laboratory,7,7.00,Normal
HCP-00465,"Laboratory Technician",Laboratory,7,7.00,Normal
HCP-02110,"Laboratory Technician",Laboratory,7,7.00,Normal
HCP-00844,"Laboratory Technician",Laboratory,7,7.00,Normal
HCP-02345,"Laboratory Technician",Laboratory,7,7.00,Normal
HCP-00541,"Laboratory Technician",Laboratory,7,7.00,Normal
HCP-03790,"Laboratory Technician",Laboratory,7,7.00,Normal
HCP-02950,"Laboratory Technician",Laboratory,7,7.00,Normal
HCP-04469,"Laboratory Technician",Laboratory,7,7.00,Normal
HCP-03986,"Laboratory Technician",Laboratory,7,7.00,Normal
HCP-01449,"Laboratory Technician",Laboratory,7,7.00,Normal
HCP-02964,"Laboratory Technician",Laboratory,7,7.00,Normal
HCP-04744,"Laboratory Technician",Laboratory,7,7.00,Normal
HCP-00242,"Laboratory Technician",Laboratory,7,7.00,Normal
HCP-00662,"Laboratory Technician",Laboratory,7,7.00,Normal
HCP-01719,"Laboratory Technician",Laboratory,7,7.00,Normal
HCP-02844,"Laboratory Technician",Laboratory,7,7.00,Normal
HCP-02766,"Laboratory Technician",Laboratory,7,7.00,Normal
HCP-04636,"Laboratory Technician",Laboratory,7,7.00,Normal
HCP-03097,"Laboratory Technician",Laboratory,7,7.00,Normal
HCP-00718,"Laboratory Technician",Laboratory,7,7.00,Normal
HCP-01522,"Laboratory Technician",Laboratory,7,7.00,Normal
HCP-04858,"Laboratory Technician",Laboratory,7,7.00,Normal
HCP-00999,"Laboratory Technician",Laboratory,7,7.00,Normal
HCP-02530,"Laboratory Technician",Laboratory,7,7.00,Normal
HCP-04257,"Laboratory Technician",Laboratory,7,7.00,Normal
HCP-04068,"Laboratory Technician",Laboratory,7,7.00,Normal
HCP-02787,"Laboratory Technician",Laboratory,7,7.00,Normal
HCP-01551,"Laboratory Technician",Laboratory,7,7.00,Normal
HCP-02483,"Laboratory Technician",Laboratory,7,7.00,Normal
HCP-03503,"Laboratory Technician",Laboratory,7,7.00,Normal
HCP-00489,"Laboratory Technician",Laboratory,7,7.00,Normal
HCP-01774,"Laboratory Technician",Laboratory,7,7.00,Normal
HCP-01420,"Laboratory Technician",Laboratory,7,7.00,Normal
HCP-02735,"Laboratory Technician",Laboratory,7,7.00,Normal
HCP-04407,"Laboratory Technician",Laboratory,7,7.00,Normal
